SPECIES,COMMON,SOURCE,DATATYPE,TAG,TAGNO,TAGEVENT,TAGTYPE,LATDEC,LONDEC,DATE,MONTH,DAY,YEAR,FL_CM,FL_DET,PCL_CM,PCL_DET,TL_CM,TL_DET,STL_CM,STL_DET,LENGTHS_DET,LIFESTAGE_AUTHOR,LIFESTAGE_HMS_EFH,WT_A,WT_A_UNITS,WT_DET,WT_KG,DRESSED WT (lb),SEX,OCC,GEAR,LOC,NOTES,Source ID,SourceFile
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117686,,M,40.867,-71.583,,6,24,1987,99.0,MEAS,,,108.5,CALC,,,,,neo,11.0,KG,EST,11.0,,F,REC,RR,,,117686,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117683,,M,41.083,-71.517,,9,29,1986,74.0,EST,,,81.5,CALC,,,,,neo,5.0,KG,EST,5.0,,F,REC,FREE SWIMMING,,,117683,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117677,,M,40.950,-71.383,,8,16,1986,90.3,CALC,,,107.0,EST,,,,,neo,14.0,KG,EST,14.0,,U,REC,RR,,,117677,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117672,,M,41.050,-71.333,,7,26,1986,102.9,CALC,,,122.0,EST,,,,,neo,18.0,KG,EST,18.0,,F,REC,RR,,,117672,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117635,,M,40.433,-72.000,,7,14,1989,96.0,EST,,,105.2,CALC,,,,,neo,11.0,KG,EST,11.0,,F,REC,RR,,,117635,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117556,,M,39.967,-71.717,,8,9,1991,76.9,CALC,,,91.0,EST,,,,,neo,7.0,KG,EST,7.0,,M,REC,RR,,,117556,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117523,,M,40.833,-71.400,,8,2,1986,51.7,CALC,,,61.0,EST,,,,,neo,5.0,KG,EST,5.0,,U,REC,RR,,,117523,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117494,,M,40.667,-71.483,,6,24,1994,51.7,CALC,,,61.0,EST,,,,,neo,3.0,KG,EST,3.0,,M,REC,RR,,,117494,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117415,,M,40.417,-72.600,,6,28,1986,102.9,CALC,,,122.0,EST,,,,,neo,18.0,KG,EST,18.0,,F,REC,RR,,,117415,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117407,,M,40.233,-72.483,,6,29,1996,130.3,CALC,,,142.1,CALC,,,,,juv,23.0,KG,EST,23.0,,M,REC,RR,,,117407,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117386,,M,40.450,-72.517,,6,29,1991,122.0,EST,,,133.2,CALC,,,,,juv,23.0,KG,EST,23.0,,F,REC,RR,,,117386,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117384,,M,40.300,-73.267,,8,26,1989,115.4,CALC,,,137.0,EST,,,,,juv,32.0,KG,EST,32.0,,F,REC,RR,,,117384,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117380,,M,39.833,-71.667,,8,1,1986,79.0,MEAS,,,86.9,CALC,,,,,neo,4.0,KG,EST,4.0,,F,REC,RR,,,117380,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117370,,M,40.300,-72.817,,6,28,1986,76.9,CALC,,,91.0,EST,,,,,neo,20.0,KG,EST,20.0,,M,REC,RR,,,117370,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117184,,M,40.183,-72.700,,6,28,1990,122.0,EST,,,133.2,CALC,,,,,juv,25.0,KG,EST,25.0,,U,REC,RR,,,117184,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117167,,M,40.583,-72.367,,10,3,1993,68.5,CALC,,,81.0,EST,,,,,neo,7.0,KG,EST,7.0,,U,REC,RR,,,117167,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117159,,M,40.367,-73.117,,7,7,1987,76.9,CALC,,,91.0,EST,,,,,neo,12.0,KG,EST,12.0,,U,REC,RR,,,117159,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117156,,M,40.350,-73.100,,7,11,1987,81.0,CALC,,,96.0,EST,,,,,neo,16.0,KG,EST,16.0,,U,REC,RR,,,117156,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117087,,M,41.050,-71.433,,8,25,1990,51.7,CALC,,,61.0,EST,,,,,neo,4.0,KG,EST,4.0,,U,REC,RR,,,117087,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117054,,M,39.183,-73.950,,6,26,1987,90.3,CALC,,,107.0,EST,,,,,neo,,,,,,F,REC,RR,,,117054,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,117053,,M,38.600,-74.417,,7,18,1987,119.0,EST,,,130.0,CALC,,,,,juv,,,,,,F,REC,RR,,,117053,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,117053,,M,38.783,-74.333,,6,26,1987,97.0,EST,,,107.0,EST,,,,,neo,,,,,,F,REC,RR,,,117053,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,116901,,M,40.817,-71.350,,8,8,1986,47.5,CALC,,,56.0,EST,,,,,neo,4.0,KG,EST,4.0,,F,REC,RR,,,116901,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,116750,,M,41.700,-65.733,,7,13,1991,142.0,MEAS,,,154.8,CALC,,,,,juv,,,,,,F,COM,LL,,,116750,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,116750,,M,40.767,-71.650,,7,5,1989,97.0,EST,,,107.0,EST,,,,,neo,20.0,KG,EST,20.0,,F,REC,RR,,,116750,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,116665,,M,38.533,-74.333,,6,22,1991,115.4,CALC,,,137.0,EST,,,,,juv,32.0,KG,EST,32.0,,U,REC,RR,,,116665,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,116646,,M,40.500,-71.850,,9,27,1990,76.9,CALC,,,91.0,EST,,,,,neo,18.0,KG,EST,18.0,,M,REC,RR,,,116646,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,116418,,M,35.583,-74.850,,5,7,1987,122.0,EST,,,133.2,CALC,,,,,juv,,,,,,F,BIO,LL,,,116418,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,116412,,M,35.583,-74.850,,5,7,1987,122.0,EST,,,133.2,CALC,,,,,juv,,,,,,F,BIO,LL,,,116412,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,116363,,M,35.817,-74.733,,,,1988,168.0,EST,,,182.8,CALC,,,,,juv,,,,,,F,COM,LL,,,116363,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,116363,,M,34.917,-75.450,,5,6,1987,152.0,EST,,,165.5,CALC,,,,,juv,,,,,,F,BIO,LL,,,116363,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,116361,,M,34.917,-75.450,,5,6,1987,107.0,EST,,,117.1,CALC,,,,,juv,,,,,,F,BIO,LL,,,116361,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,115946,,M,40.617,-72.533,,7,7,1993,76.9,CALC,,,91.0,EST,,,,,neo,5.0,KG,EST,5.0,,M,REC,HAND LANDING NET,,,115946,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,115889,,M,40.483,-72.617,,7,18,1987,99.0,MEAS,,,108.5,CALC,,,,,neo,10.0,KG,EST,10.0,,M,REC,RR,,,115889,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,115889,,M,40.033,-73.450,,7,11,1987,83.0,EST,,,91.0,EST,,,,,neo,11.0,KG,EST,11.0,,M,REC,RR,,,115889,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,115885,,M,39.683,-73.600,,6,21,1986,102.9,CALC,,,122.0,EST,,,,,neo,18.0,KG,EST,18.0,,F,REC,RR,,,115885,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,115679,,M,40.317,-72.650,,7,21,1990,64.3,CALC,,,76.0,EST,,,,,neo,11.0,KG,EST,11.0,,U,REC,RR,,,115679,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,115671,,M,38.567,-73.833,,6,15,1989,173.9,CALC,,,189.1,CALC,,,,,juv,57.0,KG,EST,57.0,,U,REC,RR,,,115671,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,115652,,M,40.717,-66.667,,9,24,1990,125.0,EST,,,136.5,CALC,,,,,juv,,,,,,U,COM,GN,,,115652,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,115652,,M,39.750,-73.467,,6,23,1989,111.0,EST,,,122.0,EST,,,,,juv,18.0,KG,EST,18.0,,U,REC,RR,,,115652,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,115650,,M,39.783,-73.417,,6,27,1986,90.3,CALC,,,107.0,EST,,,,,neo,16.0,KG,EST,16.0,,U,REC,RR,,,115650,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,115633,,M,40.183,-73.383,,6,19,1986,90.3,CALC,,,107.0,EST,,,,,neo,14.0,KG,EST,14.0,,M,REC,RR,,,115633,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,115632,,M,40.100,-71.950,,6,23,1986,90.3,CALC,,,107.0,EST,,,,,neo,14.0,KG,EST,14.0,,M,REC,RR,,,115632,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,115505,,M,40.150,-73.633,,8,23,1986,128.0,CALC,,,152.0,EST,,,,,juv,36.0,KG,EST,36.0,,U,REC,RR,,,115505,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,115390,,M,38.250,-74.367,,7,3,1986,122.0,EST,,,133.2,CALC,,,,,juv,29.0,KG,EST,29.0,,F,REC,RR,,,115390,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,115276,,M,39.667,-64.667,,6,21,1989,96.0,EST,,,105.2,CALC,,,,,neo,,,,,,U,COM,LL,,,115276,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,115276,,M,40.200,-71.150,,7,31,1988,69.0,EST,,,76.0,EST,,,,,neo,7.0,KG,EST,7.0,,U,REC,RR,,,115276,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,115105,,M,39.817,-73.483,,7,16,1987,128.0,CALC,,,152.0,EST,,,,,juv,27.0,KG,EST,27.0,,F,REC,RR,,,115105,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114974,,M,40.350,-66.967,,8,23,1986,105.4,CALC,,,125.0,EST,,,,,neo,27.0,KG,EST,27.0,,U,OBS,LL,,,114974,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114953,,M,40.500,-66.533,,8,17,1986,105.4,CALC,,,125.0,EST,,,,,neo,38.0,KG,EST,38.0,,U,OBS,LL,,,114953,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114949,,M,40.033,-66.583,,8,17,1986,168.3,CALC,,,200.0,EST,,,,,juv,38.0,KG,EST,38.0,,U,OBS,LL,,,114949,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114948,,M,39.867,-66.483,,8,17,1986,147.3,CALC,,,175.0,EST,,,,,juv,68.0,KG,EST,68.0,,M,OBS,LL,,,114948,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114909,,M,40.867,-70.733,,8,24,1986,253.0,MEAS,,,274.3,CALC,,,,,juv,75.0,KG,MEAS,75.0,,M,COM,LL,,,114909,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,114868,,M,44.200,-61.867,,8,9,1989,198.0,MEAS,,,215.1,CALC,,,,,juv,,,,,,U,COM,HARPOON,,,114868,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114868,,M,40.267,-66.867,,9,1,1986,160.0,EST,,,174.1,CALC,,,,,juv,60.0,KG,EST,60.0,,U,OBS,LL,,,114868,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114866,,M,40.200,-66.917,,8,31,1986,145.0,EST,,,158.0,CALC,,,,,juv,40.0,KG,EST,40.0,,U,OBS,LL,,,114866,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114851,,M,40.333,-66.400,,8,30,1986,150.0,EST,,,163.4,CALC,,,,,juv,40.0,KG,EST,40.0,,U,OBS,LL,,,114851,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114848,,M,40.033,-67.083,,8,29,1986,100.0,EST,,,109.5,CALC,,,,,neo,25.0,KG,EST,25.0,,U,OBS,LL,,,114848,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114847,,M,40.383,-66.183,,8,30,1986,65.0,EST,,,71.8,CALC,,,,,neo,4.0,KG,EST,4.0,,M,OBS,LL,,,114847,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114846,,M,40.200,-66.883,,8,28,1986,60.0,EST,,,66.5,CALC,,,,,neo,4.0,KG,EST,4.0,,F,OBS,LL,,,114846,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114843,,M,39.867,-67.317,,8,27,1986,65.0,EST,,,71.8,CALC,,,,,neo,4.0,KG,EST,4.0,,F,OBS,LL,,,114843,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114832,,M,39.733,-68.483,,8,24,1986,52.5,CALC,,,62.0,EST,,,,,neo,6.0,KG,EST,6.0,,M,OBS,LL,,,114832,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114801,,M,35.733,-73.233,,8,14,1986,150.0,EST,,,163.4,CALC,,,,,juv,50.0,KG,EST,50.0,,U,OBS,LL,,,114801,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114770,,M,40.217,-66.917,,9,6,1986,197.7,CALC,,,235.0,EST,,,,,juv,,,,,,U,OBS,LL,,,114770,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114760,,M,40.050,-67.033,,9,4,1986,67.6,CALC,,,80.0,EST,,,,,neo,,,,,,U,OBS,LL,,,114760,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114758,,M,40.200,-66.800,,9,4,1986,126.4,CALC,,,150.0,EST,,,,,juv,,,,,,U,OBS,LL,,,114758,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114748,,M,39.300,-69.167,,7,18,1986,143.1,CALC,,,170.0,EST,,,,,juv,,,,,,U,OBS,LL,,,114748,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,114740,,M,46.967,-40.583,,8,22,1986,194.0,EST,,,210.8,CALC,,,,,juv,,,,,,U,COM,LL,,,114740,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114740,,M,39.467,-69.200,,7,16,1986,175.0,EST,,,190.0,EST,,,,,juv,,,,,,U,OBS,LL,,,114740,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114716,,M,39.667,-68.833,,7,9,1986,84.4,CALC,,,100.0,EST,,,,,neo,,,,,,U,OBS,LL,,,114716,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114699,,M,39.650,-69.017,,7,24,1986,64.3,CALC,,,76.0,EST,,,,,neo,11.0,KG,EST,11.0,,U,OBS,LL,,,114699,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,114698,,M,34.817,-75.433,,3,28,1989,168.0,EST,,,182.8,CALC,,,,,juv,,,,,,U,COM,LL,,,114698,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114698,,M,39.650,-69.200,,7,24,1986,154.0,EST,,,168.0,EST,,,,,juv,59.0,KG,EST,59.0,,U,OBS,LL,,,114698,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114625,,M,39.550,-68.783,,7,29,1986,126.4,CALC,,,150.0,EST,,,,,juv,50.0,KG,EST,50.0,,U,OBS,LL,,,114625,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114622,,M,39.983,-67.800,,7,29,1986,56.7,CALC,,,67.0,MEAS,,,,,neo,3.0,KG,MEAS,3.0,,M,OBS,LL,,,114622,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114612,,M,39.550,-69.267,,7,27,1986,118.0,CALC,,,140.0,EST,,,,,juv,50.0,KG,EST,50.0,,F,OBS,LL,,,114612,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114611,,M,39.367,-69.500,,7,27,1986,84.4,CALC,,,100.0,EST,,,,,neo,20.0,KG,EST,20.0,,U,OBS,LL,,,114611,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114554,,M,39.817,-67.483,,7,15,1986,155.0,EST,,,168.8,CALC,,,,,juv,65.0,KG,EST,65.0,,M,OBS,LL,,,114554,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114547,,M,39.617,-68.283,,7,12,1986,140.0,EST,,,152.6,CALC,,,,,juv,50.0,KG,EST,50.0,,F,OBS,LL,,,114547,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114541,,M,39.583,-68.950,,7,11,1986,180.0,EST,,,195.7,CALC,,,,,juv,75.0,KG,EST,75.0,,M,OBS,LL,,,114541,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114538,,M,39.783,-68.133,,7,10,1986,120.0,EST,,,131.1,CALC,,,,,juv,28.0,KG,EST,28.0,,F,OBS,LL,,,114538,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114535,,M,39.483,-68.783,,7,10,1986,140.0,EST,,,152.6,CALC,,,,,juv,60.0,KG,EST,60.0,,F,OBS,LL,,,114535,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114529,,M,40.017,-67.483,,7,8,1986,150.0,EST,,,163.4,CALC,,,,,juv,60.0,KG,EST,60.0,,M,OBS,LL,,,114529,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114525,,M,40.033,-67.433,,7,8,1986,160.0,EST,,,174.1,CALC,,,,,juv,70.0,KG,EST,70.0,,F,OBS,LL,,,114525,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114508,,M,39.417,-68.083,,7,5,1986,140.0,EST,,,152.6,CALC,,,,,juv,55.0,KG,EST,55.0,,F,OBS,LL,,,114508,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114414,,M,39.650,-67.333,,11,22,1987,180.0,EST,,,195.7,CALC,,,,,juv,,,,,,U,OBS,LL,,,114414,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114412,,M,39.617,-67.683,,11,20,1987,200.0,EST,,,217.2,CALC,,,,,juv,,,,,,U,OBS,LL,,,114412,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,114389,,M,43.333,-42.000,,6,19,1995,156.0,MEAS,,,169.8,CALC,,,,,juv,,,,,,F,COM,LL,,,114389,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114389,,M,47.300,-41.200,,9,21,1994,113.4,CALC,,,124.0,EST,,,,,juv,20.0,KG,EST,20.0,,F,OBS,LL,,,114389,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114371,,M,40.150,-70.817,,4,22,1990,114.0,EST,,,124.6,CALC,,,,,juv,25.0,KG,EST,25.0,,U,OBS,MIDWATER TRAWL,,,114371,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114348,,M,39.967,-67.350,,10,21,1986,160.0,EST,,,174.1,CALC,,,,,juv,,,,,,U,OBS,LL,,,114348,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114334,,M,39.250,-69.950,,11,9,1987,193.5,CALC,,,230.0,EST,,,,,juv,,,,,,M,OBS,LL,,,114334,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114257,,M,39.950,-66.633,,9,24,1986,128.0,CALC,,,152.0,EST,,,,,juv,57.0,KG,EST,57.0,,U,OBS,LL,,,114257,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114252,,M,39.967,-66.617,,9,24,1986,154.0,CALC,,,183.0,EST,,,,,juv,86.0,KG,EST,86.0,,U,OBS,LL,,,114252,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114246,,M,39.450,-68.717,,9,28,1986,154.0,CALC,,,183.0,EST,,,,,juv,50.0,KG,EST,50.0,,U,OBS,LL,,,114246,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114241,,M,40.067,-66.533,,9,26,1986,166.6,CALC,,,198.0,EST,,,,,juv,54.0,KG,EST,54.0,,U,OBS,LL,,,114241,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114212,,M,39.667,-67.033,,9,12,1987,80.0,MEAS,,,88.0,CALC,,,,,neo,7.0,KG,EST,7.0,,M,OBS,LL,,,114212,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114211,,M,39.650,-66.983,,9,13,1987,147.3,CALC,,,175.0,EST,,,,,juv,45.0,KG,EST,45.0,,U,OBS,LL,,,114211,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114109,,M,40.283,-67.417,,1,29,1986,152.0,EST,,,165.5,CALC,,,,,juv,41.0,KG,EST,41.0,,U,OBS,LL,,,114109,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,114099,,M,36.967,-74.417,,12,18,1986,222.0,MEAS,,,240.9,CALC,,,,,juv,,,,,,U,COM,LL,,,114099,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114099,,M,39.817,-68.717,,8,6,1986,190.0,EST,,,206.5,CALC,,,,,juv,110.0,KG,EST,110.0,,U,OBS,LL,,,114099,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114086,,M,39.583,-69.333,,8,5,1986,225.0,EST,,,244.1,CALC,,,,,juv,130.0,KG,EST,130.0,,U,OBS,LL,,,114086,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114085,,M,39.600,-69.383,,8,5,1986,150.0,EST,,,163.4,CALC,,,,,juv,,,,,,U,OBS,LL,,,114085,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114054,,M,39.583,-68.467,,8,1,1986,170.0,EST,,,184.9,CALC,,,,,juv,85.0,KG,EST,85.0,,U,OBS,LL,,,114054,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,114053,,M,37.333,-74.417,,12,9,1987,213.0,EST,,,231.2,CALC,,,,,juv,,,,,,U,COM,LL,,,114053,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114053,,M,39.533,-69.050,,7,31,1986,145.0,EST,,,158.0,CALC,,,,,juv,65.0,KG,EST,65.0,,U,OBS,LL,,,114053,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114049,,M,39.617,-69.033,,7,30,1986,150.0,EST,,,163.4,CALC,,,,,juv,,,,,,U,OBS,LL,,,114049,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114044,,M,39.933,-67.967,,7,29,1986,175.0,EST,,,190.3,CALC,,,,,juv,,,,,,F,OBS,LL,,,114044,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,114043,,M,39.683,-68.983,,7,28,1986,195.0,EST,,,211.8,CALC,,,,,juv,100.0,KG,EST,100.0,,U,OBS,LL,,,114043,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,113786,,M,40.550,-72.817,,7,18,1987,64.3,CALC,,,76.0,EST,,,,,neo,9.0,KG,EST,9.0,,F,REC,RR,,,113786,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,113774,,M,40.600,-72.683,,7,14,1988,130.0,MEAS,,,141.8,CALC,,,,,juv,,,,,,M,REC,RR,,,113774,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,113774,,M,40.083,-73.617,,6,29,1988,122.0,EST,,,133.2,CALC,,,,,juv,25.0,KG,EST,25.0,,M,REC,RR,,,113774,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,113123,,M,36.200,-74.733,,10,19,1985,160.0,EST,,,174.1,CALC,,,,,juv,,,,,,F,BIO,LL,,,113123,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,113122,,M,36.183,-74.750,,10,19,1985,164.0,MEAS,,,178.5,CALC,,,,,juv,,,,,,F,BIO,LL,,,113122,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,113121,,M,36.183,-74.750,,10,19,1985,145.0,EST,,,158.0,CALC,,,,,juv,,,,,,F,BIO,LL,,,113121,SMA_COASTSPAN.xlslx
