SPECIES,COMMON,SOURCE,DATATYPE,TAG,TAGNO,TAGEVENT,TAGTYPE,LATDEC,LONDEC,DATE,MONTH,DAY,YEAR,FL_CM,FL_DET,PCL_CM,PCL_DET,TL_CM,TL_DET,STL_CM,STL_DET,LENGTHS_DET,LIFESTAGE_AUTHOR,LIFESTAGE_HMS_EFH,WT_A,WT_A_UNITS,WT_DET,WT_KG,DRESSED WT (lb),SEX,OCC,GEAR,LOC,NOTES,Source ID,SourceFile
Isurus oxyrinchus,Shortfin Mako,POP,O,Y,P01489,M,,38.350,-73.667,,8,16,2009,83.0,FL_MEAS,,,,N,,,Straight  ,NP,neo,NP,NP,,4.5,,F,OBS,NS,,,,SMA_POP.xlsx
Isurus oxyrinchus,Shortfin Mako,POP,O,Y,P01449,M,,28.967,-77.417,,2,3,2010,110.0,FL_MEAS,,,,N,,,Straight  ,NP,juv,NP,NP,,11.3,,F,OBS,NS,,,,SMA_POP.xlsx
Isurus oxyrinchus,Shortfin Mako,POP,O,Y,P00450,M,,28.500,-89.933,,4,23,2008,85.0,FL_MEAS,,,,N,,,Straight  ,NP,neo,NP,NP,,,,M,OBS,NS,,,,SMA_POP.xlsx
Isurus oxyrinchus,Shortfin Mako,POP,O,Y,P00442,M,,28.550,-89.450,,3,25,2008,110.0,FL_MEAS,,,,N,,,Straight  ,NP,juv,NP,NP,,,,F,OBS,NS,,,,SMA_POP.xlsx
Isurus oxyrinchus,Shortfin Mako,POP,O,Y,P00201,M,,28.067,-91.233,,4,19,2008,107.0,FL_MEAS,,,,N,,,Straight  ,NP,juv,NP,NP,,,,NP,OBS,NS,,,,SMA_POP.xlsx
Isurus oxyrinchus,Shortfin Mako,POP,O,Y,M38076,R,,39.733,-71.667,,8,30,2006,118.0,FL_MEAS,,,,N,,,Straight  ,NP,juv,NP,NP,,,19,F,OBS,NS,,,,SMA_POP.xlsx
Isurus oxyrinchus,Shortfin Mako,POP,O,Y,F313160,R,,39.233,-72.167,,11,22,2010,146.0,FL_MEAS,,,,N,,,Straight  ,NP,juv,NP,NP,,,57,M,OBS,NS,,,,SMA_POP.xlsx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,499651,,HP,40.686,-70.506,,7,12,2014,147.0,MEAS,,,160.1,CALC,,,,,juv,33.6,KG,CALC,33.6,,M,BIO,FREE SWIMMING,,,499651,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,499650,,HP,40.679,-71.512,,7,13,2014,167.0,MEAS,,,181.7,CALC,,,,,juv,50.2,KG,CALC,50.2,,F,BIO,FREE SWIMMING,,,499650,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,499574,,HP,40.850,-71.717,,7,27,2013,152.4,EST,,,166.0,CALC,,,,,juv,37.6,KG,CALC,37.6,,F,BIO,RR,,,499574,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,499573,,HP,40.873,-71.702,,7,27,2013,134.0,MEAS,,,146.1,CALC,,,,,juv,25.1,KG,CALC,25.1,,F,BIO,RR,,,499573,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,499573,,HP,37.000,-74.583,,10,21,2013,110.2,CALC,,,120.5,CALC,,,,,juv,13.6,KG,EST,13.6,,F,COM,LL,,,499573,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,499525,,HP,40.700,-71.442,,7,27,2013,137.5,EST,,,149.9,EST,,,,,juv,27.2,KG,CALC,27.2,,M,BIO,RR,,,499525,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,499403,,HP,40.824,-71.721,,7,27,2013,121.9,EST,,,152.4,EST,,,,,juv,27.2,KG,EST,27.2,,U,REC,RR,,,499403,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,499401,,HP,40.826,-71.724,,7,27,2013,121.9,EST,,,152.4,EST,,,,,juv,18.1,KG,EST,18.1,,U,REC,RR,,,499401,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,499355,,HP,40.845,-71.708,,7,28,2013,111.5,EST,,,121.9,EST,,,,,juv,18.1,KG,EST,18.1,,M,REC,RR,,,499355,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,499353,,HP,40.845,-71.708,,7,28,2013,97.4,EST,,,106.7,EST,,,,,neo,17.0,KG,EST,17.0,,F,REC,RR,,,499353,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,499352,,HP,40.833,-71.400,,7,27,2013,92.6,EST,,,101.6,EST,,,,,neo,18.1,KG,EST,18.1,,U,REC,RR,,,499352,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,499326,,HP,40.833,-71.617,,7,27,2013,111.5,EST,,,121.9,EST,,,,,juv,22.7,KG,EST,22.7,,U,REC,RR,,,499326,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,499298,,HP,40.837,-71.676,,7,28,2013,125.7,EST,,,137.2,EST,,,,,juv,22.7,KG,EST,22.7,,U,REC,RR,,,499298,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,499296,,HP,40.837,-71.676,,7,27,2013,111.5,EST,,,121.9,EST,,,,,juv,14.1,KG,CALC,14.1,,F,REC,RR,,,499296,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,499276,,HP,40.837,-71.676,,7,27,2013,154.0,EST,,,167.6,EST,,,,,juv,36.3,KG,EST,36.3,,F,REC,RR,,,499276,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,499202,,HP,40.883,-71.438,,7,28,2013,139.8,EST,,,152.4,EST,,,,,juv,31.8,KG,EST,31.8,,F,REC,RR,,,499202,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,499200,,HP,40.883,-71.438,,7,28,2013,106.7,EST,,,121.9,EST,,,,,neo,18.1,KG,EST,18.1,,F,REC,RR,,,499200,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,364951,,M,41.117,-71.300,,9,14,2014,121.9,EST,,,137.2,EST,,,,,juv,20.4,KG,EST,20.4,,U,REC,RR,,,364951,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,364950,,M,41.133,-71.317,,9,13,2014,114.3,EST,,,121.9,EST,,,,,juv,13.6,KG,EST,13.6,,U,REC,RR,,,364950,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,364835,,M,44.390,-63.408,,9,18,2014,182.9,EST,,,198.8,CALC,,,,,juv,66.7,KG,CALC,66.7,,U,REC,RR,,,364835,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,364835,,M,40.000,-55.867,,12,30,2014,170.0,EST,,,184.9,CALC,,,,,juv,53.1,KG,CALC,53.1,,U,COM,LL,,,364835,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,363395,,M,40.733,-72.147,,7,23,2014,121.9,EST,,,133.1,CALC,,,,,juv,22.7,KG,EST,22.7,,F,REC,RR,,,363395,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,363391,,M,40.730,-72.157,,7,28,2014,111.5,EST,,,121.9,EST,,,,,juv,22.7,KG,EST,22.7,,F,REC,RR,,,363391,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,363221,,M,40.584,-72.612,,8,10,2014,139.8,EST,,,152.4,EST,,,,,juv,28.7,KG,CALC,28.7,,F,REC,RR,,,363221,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,363220,,M,40.605,-72.597,,8,10,2014,125.7,EST,,,137.2,EST,,,,,juv,20.5,KG,CALC,20.5,,F,REC,RR,,,363220,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,363071,,M,41.067,-70.867,,7,19,2014,137.2,EST,,,152.4,EST,,,,,juv,36.3,KG,EST,36.3,,U,REC,RR,,,363071,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,363070,,M,40.892,-70.900,,7,18,2014,152.4,EST,,,182.9,EST,,,,,juv,36.3,KG,EST,36.3,,F,REC,RR,,,363070,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,363070,,M,45.517,-44.717,,9,13,2014,143.5,MEAS,,,156.4,CALC,,,,,juv,31.2,KG,CALC,31.2,,F,COM,LL,,,363070,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,363025,,M,40.664,-71.744,,7,12,2014,154.0,EST,,,167.6,EST,,,,,juv,54.4,KG,EST,54.4,,U,REC,RR,,,363025,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,shortfin mako,EFP_2014,R,Y,362617,M,C,42.745,-50.141,9/15/2014,9,15,2014,92.0,FL_MEAS,,,,,,,,NP,neo_yoy,,lb,,,,F,,PLL,ATL,HMS-EFP-14-01,,EFP_2014_SMA.xlsx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362617,,M,42.745,-50.141,,9,15,2014,92.0,MEAS,,,100.9,CALC,,,,,neo,7.7,KG,CALC,7.7,,F,BIO,LL,,,362617,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362592,,M,42.636,-50.262,,9,13,2014,243.8,EST,,,264.4,CALC,,,,,juv,164.7,KG,CALC,164.7,,M,BIO,LL,,,362592,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362580,,M,42.672,-50.357,,9,13,2014,182.9,EST,,,198.8,CALC,,,,,juv,66.7,KG,CALC,66.7,,M,BIO,LL,,,362580,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,shortfin mako,EFP_2014,R,Y,362541,M,C,42.711,-50.242,9/12/2014,9,12,2014,93.0,FL_MEAS,,,,,,,,NP,neo_yoy,,lb,,,,F,,PLL,ATL,HMS-EFP-14-01,,EFP_2014_SMA.xlsx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362541,,M,42.710,-50.241,,9,12,2014,93.0,MEAS,,,102.0,CALC,,,,,neo,8.0,KG,CALC,8.0,,F,BIO,LL,,,362541,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,shortfin mako,EFP_2014,R,Y,362529,M,C,42.725,-50.209,9/10/2014,9,10,2014,93.2,FL_MEAS,,,,,,,,NP,neo_yoy,,lb,,,,F,,PLL,ATL,HMS-EFP-14-01,,EFP_2014_SMA.xlsx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362529,,M,42.725,-50.209,,9,10,2014,93.2,MEAS,,,102.2,CALC,,,,,neo,8.0,KG,CALC,8.0,,F,BIO,LL,,,362529,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362526,,M,42.725,-50.209,,9,10,2014,182.9,EST,,,198.8,CALC,,,,,juv,66.7,KG,CALC,66.7,,U,BIO,LL,,,362526,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362510,,M,42.863,-50.696,,9,9,2014,100.5,MEAS,,,110.1,CALC,,,,,neo,10.2,KG,CALC,10.2,,M,BIO,LL,,,362510,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362495,,M,42.765,-50.519,,9,8,2014,137.2,EST,,,149.5,CALC,,,,,juv,27.0,KG,CALC,27.0,,U,BIO,LL,,,362495,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362493,,M,42.731,-50.458,,9,8,2014,138.5,MEAS,,,151.0,CALC,,,,,juv,27.9,KG,CALC,27.9,,M,BIO,LL,,,362493,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,shortfin mako,EFP_2014,R,Y,362487,M,C,42.751,-50.042,9/8/2014,9,8,2014,84.5,FL_MEAS,,,,,,,,NP,neo_yoy,,lb,,,,M,,PLL,ATL,HMS-EFP-14-01,,EFP_2014_SMA.xlsx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362487,,M,42.751,-50.042,,9,8,2014,84.5,MEAS,,,92.8,CALC,,,,,neo,5.9,KG,CALC,5.9,,M,BIO,LL,,,362487,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362413,,M,40.536,-72.868,,8,4,2014,111.5,EST,,,121.9,EST,,,,,juv,22.7,KG,EST,22.7,,F,REC,RR,,,362413,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362412,,M,40.530,-72.872,,8,4,2014,97.4,EST,,,106.7,EST,,,,,neo,18.1,KG,EST,18.1,,F,REC,RR,,,362412,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362411,,M,40.524,-72.878,,7,26,2014,111.5,EST,,,121.9,EST,,,,,juv,20.4,KG,EST,20.4,,F,REC,RR,,,362411,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362410,,M,40.516,-72.916,,7,17,2014,85.6,MEAS,,,94.0,MEAS,,,,,neo,9.1,KG,EST,9.1,,F,REC,RR,,,362410,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362295,,M,40.199,-72.766,,6,28,2014,137.2,EST,,,149.5,CALC,,,,,juv,27.0,KG,CALC,27.0,,M,REC,RR,,,362295,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362167,,M,40.354,-73.210,,8,11,2014,71.1,MEAS,,,76.2,MEAS,,,,,neo,9.1,KG,EST,9.1,,F,REC,RR,,,362167,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362165,,M,40.273,-73.290,,7,25,2014,83.8,MEAS,,,94.0,EST,,,,,neo,6.8,KG,EST,6.8,,F,REC,RR,,,362165,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362164,,M,40.364,-73.110,,7,30,2014,114.3,EST,,,121.9,EST,,,,,juv,15.3,KG,CALC,15.3,,M,REC,RR,,,362164,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362141,,M,40.621,-72.544,,8,18,2014,97.4,MEAS,,,106.7,MEAS,,,,,neo,20.4,KG,EST,20.4,,U,REC,RR,,,362141,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362079,,M,40.517,-72.417,,7,3,2014,111.5,EST,,,121.9,EST,,,,,juv,20.4,KG,EST,20.4,,F,REC,RR,,,362079,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362078,,M,40.517,-72.417,,7,3,2014,147.3,EST,,,160.5,CALC,,,,,juv,31.8,KG,EST,31.8,,U,REC,RR,,,362078,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362077,,M,40.633,-72.567,,8,21,2014,69.1,EST,,,76.2,EST,,,,,neo,6.8,KG,EST,6.8,,U,REC,RR,,,362077,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362075,,M,40.517,-72.417,,7,3,2014,111.5,EST,,,121.9,EST,,,,,juv,22.7,KG,EST,22.7,,F,REC,RR,,,362075,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362072,,M,40.271,-73.151,,9,28,2014,129.5,EST,,,137.2,EST,,,,,juv,21.8,KG,EST,21.8,,U,REC,RR,,,362072,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362071,,M,40.253,-73.168,,9,28,2014,68.6,EST,,,76.2,EST,,,,,neo,3.2,KG,EST,3.2,,U,REC,RR,,,362071,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,362050,,M,40.621,-72.308,,6,28,2014,99.1,EST,,,106.7,EST,,,,,neo,9.7,KG,CALC,9.7,,F,REC,RR,,,362050,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,361414,,M,41.017,-70.500,,7,26,2014,97.4,EST,,,106.7,EST,,,,,neo,9.2,KG,CALC,9.2,,F,REC,RR,,,361414,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,361265,,M,39.942,-73.233,,6,14,2014,111.5,EST,,,121.9,EST,,,,,juv,22.7,KG,EST,22.7,,U,REC,RR,,,361265,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,361230,,M,40.373,-73.128,,7,25,2014,111.5,EST,,,121.9,EST,,,,,juv,27.2,KG,EST,27.2,,F,REC,RR,,,361230,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,361224,,M,40.382,-73.147,,8,8,2014,104.4,EST,,,114.3,EST,,,,,neo,22.7,KG,EST,22.7,,F,REC,RR,,,361224,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,361210,,M,40.317,-73.525,,7,20,2014,83.2,EST,,,91.4,EST,,,,,neo,9.1,KG,EST,9.1,,U,REC,RR,,,361210,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,361180,,M,40.105,-72.877,,6,23,2014,111.5,EST,,,121.9,EST,,,,,juv,14.1,KG,CALC,14.1,,F,REC,RR,,,361180,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,361174,,M,40.490,-72.906,,6,28,2014,106.7,EST,,,121.9,EST,,,,,neo,29.5,KG,EST,29.5,,F,REC,RR,,,361174,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,361135,,M,40.365,-73.005,,7,19,2014,106.7,EST,,,121.9,EST,,,,,neo,27.2,KG,EST,27.2,,U,REC,RR,,,361135,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,361116,,M,40.013,-72.837,,6,28,2014,109.2,EST,,,134.6,EST,,,,,juv,22.7,KG,EST,22.7,,M,REC,RR,,,361116,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,361110,,M,40.226,-73.188,,6,28,2014,111.5,EST,,,121.9,EST,,,,,juv,14.1,KG,CALC,14.1,,F,REC,RR,,,361110,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,361078,,M,40.323,-72.970,,7,18,2014,144.8,EST,,,152.4,EST,,,,,juv,29.5,KG,EST,29.5,,U,REC,RR,,,361078,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,361077,,M,40.329,-72.962,,7,18,2014,83.8,MEAS,,,91.4,MEAS,,,,,neo,5.9,KG,EST,5.9,,F,REC,RR,,,361077,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,360474,,M,39.567,-72.950,,6,21,2014,111.5,EST,,,121.9,EST,,,,,juv,14.1,KG,CALC,14.1,,M,REC,RR,,,360474,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,360467,,M,40.686,-72.677,,8,3,2014,120.9,EST,,,132.1,EST,,,,,juv,18.2,KG,CALC,18.2,,M,REC,RR,,,360467,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,360365,,M,39.567,-72.950,,6,21,2014,165.1,EST,,,179.6,CALC,,,,,juv,48.4,KG,CALC,48.4,,U,REC,RR,,,360365,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,360364,,M,39.567,-72.950,,6,21,2014,139.8,EST,,,152.4,EST,,,,,juv,28.7,KG,CALC,28.7,,U,REC,RR,,,360364,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,360186,,M,40.269,-73.283,,6,21,2014,116.2,EST,,,127.0,EST,,,,,juv,36.3,KG,EST,36.3,,F,REC,RR,,,360186,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,360087,,M,38.144,-74.208,,6,6,2014,154.0,EST,,,167.6,EST,,,,,juv,38.9,KG,CALC,38.9,,U,REC,RR,,,360087,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,360082,,M,38.179,-74.205,,6,6,2014,144.8,EST,,,152.4,EST,,,,,juv,32.0,KG,CALC,32.0,,U,REC,RR,,,360082,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,359997,,M,40.743,-70.875,,7,12,2014,111.5,EST,,,121.9,EST,,,,,juv,14.1,KG,CALC,14.1,,U,REC,RR,,,359997,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,359444,,M,40.275,-73.204,,6,8,2014,125.7,EST,,,137.2,EST,,,,,juv,38.6,KG,EST,38.6,,U,REC,RR,,,359444,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358760,,M,39.550,-73.445,,6,21,2014,97.4,EST,,,106.7,EST,,,,,neo,18.1,KG,EST,18.1,,U,REC,RR,,,358760,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358749,,M,38.033,-74.517,,5,19,2014,154.9,MEAS,,,170.2,MEAS,,,,,juv,38.6,KG,EST,38.6,,M,REC,RR,,,358749,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358748,,M,38.017,-74.533,,5,20,2014,149.9,MEAS,,,160.0,MEAS,,,,,juv,34.0,KG,EST,34.0,,M,REC,RR,,,358748,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358747,,M,38.017,-74.517,,5,21,2014,180.3,MEAS,,,195.6,MEAS,,,,,juv,77.1,KG,EST,77.1,,M,REC,RR,,,358747,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358746,,M,38.017,-74.533,,5,20,2014,188.0,MEAS,,,203.2,MEAS,,,,,juv,77.1,KG,EST,77.1,,F,REC,RR,,,358746,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358745,,M,38.017,-74.533,,5,20,2014,180.3,MEAS,,,193.0,MEAS,,,,,juv,68.0,KG,EST,68.0,,M,REC,RR,,,358745,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358741,,M,38.017,-74.517,,5,22,2014,195.6,MEAS,,,210.8,MEAS,,,,,juv,86.2,KG,EST,86.2,,M,REC,RR,,,358741,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358740,,M,38.033,-74.517,,5,19,2014,177.8,MEAS,,,190.5,MEAS,,,,,juv,68.0,KG,EST,68.0,,F,REC,RR,,,358740,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358412,,M,41.067,-70.867,,7,11,2014,125.7,EST,,,137.2,EST,,,,,juv,20.5,KG,CALC,20.5,,F,REC,RR,,,358412,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,R,,358404,,M,35.550,-6.783,,8,8,2014,155.0,EST,,,168.8,CALC,,,,,juv,39.7,KG,CALC,39.7,,F,COM,LL,,,358404,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358404,,M,37.018,-8.687,,10,2,2013,146.9,EST,,,160.0,EST,,,,,juv,40.0,KG,EST,40.0,,F,REC,RR,,,358404,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358378,,M,40.224,-72.916,,9,15,2013,134.6,EST,,,147.3,EST,,,,,juv,27.2,KG,EST,27.2,,U,REC,RR,,,358378,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358318,,M,40.917,-71.464,,9,24,2013,137.2,EST,,,152.4,EST,,,,,juv,27.2,KG,EST,27.2,,U,REC,RR,,,358318,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358317,,M,40.933,-71.454,,9,24,2013,76.2,EST,,,91.4,EST,,,,,neo,6.8,KG,EST,6.8,,U,REC,RR,,,358317,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358311,,M,41.003,-71.419,,9,24,2013,137.2,EST,,,152.4,EST,,,,,juv,27.2,KG,EST,27.2,,U,REC,RR,,,358311,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358242,,M,40.334,-73.223,,9,6,2013,69.1,EST,,,76.2,EST,,,,,neo,6.8,KG,EST,6.8,,M,REC,RR,,,358242,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358235,,M,40.571,-72.778,,8,30,2014,83.8,MEAS,,,92.1,CALC,,,,,neo,6.8,KG,EST,6.8,,U,REC,RR,,,358235,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358106,,M,40.588,-71.790,,7,20,2014,104.4,EST,,,114.3,EST,,,,,neo,11.5,KG,CALC,11.5,,F,REC,RR,,,358106,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,358105,,M,40.588,-71.790,,6,20,2014,109.2,EST,,,119.4,EST,,,,,juv,13.2,KG,CALC,13.2,,F,REC,RR,,,358105,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,357496,,M,41.024,-71.486,,8,10,2014,111.5,EST,,,121.9,EST,,,,,juv,36.3,KG,EST,36.3,,U,REC,RR,,,357496,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,357467,,M,39.993,-73.320,,6,26,2014,116.8,EST,,,132.1,EST,,,,,juv,22.7,KG,EST,22.7,,F,REC,RR,,,357467,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,357310,,M,40.505,-72.950,,8,11,2013,139.8,EST,,,152.4,EST,,,,,juv,31.8,KG,EST,31.8,,F,REC,RR,,,357310,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,357290,,M,40.644,-72.413,,8,8,2013,97.4,EST,,,106.7,EST,,,,,neo,13.6,KG,EST,13.6,,F,REC,RR,,,357290,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,357056,,M,40.013,-73.157,,6,14,2014,111.5,EST,,,121.9,EST,,,,,juv,11.3,KG,EST,11.3,,U,REC,RR,,,357056,SMA_COASTSPAN.xlslx
Isurus oxyrinchus,Shortfin Mako,CSTP,T,,357055,,M,40.050,-73.223,,6,21,2014,111.5,EST,,,121.9,EST,,,,,juv,13.6,KG,EST,13.6,,U,REC,RR,,,357055,SMA_COASTSPAN.xlslx
