SPECIES,COMMON,SOURCE,DATATYPE,TAG,TAGNO, ,TAGEVENT,TAGTYPE,LATDEC,LONDEC,DATE,MONTH,DAY,YEAR,FL_CM,FL_DET,PCL_CM,PCL_DET,TL_CM,TL_DET,STL_CM,STL_DET,SL_CM,SL_DET,LENGTHS_DET,LIFESTAGE_AUTHOR,LIFESTAGE_HMS_EFH,WT_A,WT_A_UNITS,WT_DET,WT_KG,SEX,OCC,GEAR,LOC,NOTES,Source ID,SourceFile
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.283,-75.767,6/24/80,6,24,1980,137,MEAS,125,MEAS,173,MEAS,,,,,,,adu,26.8,KG,MEAS,26.8,M,BIO,LL,,,LL19800603001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.283,-75.767,6/24/80,6,24,1980,138,MEAS,126,MEAS,171,MEAS,,,,,,,adu,28.6,KG,MEAS,28.6,M,BIO,LL,,,LL19800603001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.283,-75.767,6/24/80,6,24,1980,138,MEAS,126,MEAS,173,MEAS,,,,,,,adu,29.1,KG,MEAS,29.1,M,BIO,LL,,,LL19800603001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.283,-75.767,6/24/80,6,24,1980,140,MEAS,126,MEAS,174,MEAS,,,,,,,adu,29.1,KG,MEAS,29.1,M,BIO,LL,,,LL19800603001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.283,-75.767,6/24/80,6,24,1980,142,MEAS,129,MEAS,176,MEAS,,,,,,,adu,28.6,KG,MEAS,28.6,M,BIO,LL,,,LL19800603001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.283,-75.767,8/19/80,8,19,1980,124,MEAS,113,MEAS,158,MEAS,,,,,,,juv,23.2,KG,MEAS,23.2,M,BIO,LL,,,LL19800802001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.283,-75.767,6/20/81,6,20,1981,137,MEAS,124,MEAS,173,MEAS,,,,,,,adu,32.3,KG,MEAS,32.3,M,BIO,LL,,,LL19810601006,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.283,-75.767,7/16/81,7,16,1981,124,MEAS,111,MEAS,152,MEAS,,,,,,,juv,22.7,KG,MEAS,22.7,M,BIO,LL,,,LL19810701005,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.75,-75.88,8/12/81,8,12,1981,125,MEAS,112,MEAS,157,MEAS,,,,,,,juv,24.5,KG,MEAS,24.5,M,BIO,LL,,,LL19810801002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.75,-75.88,8/12/81,8,12,1981,133,MEAS,120,MEAS,167,MEAS,,,,,,,adu,29.1,KG,MEAS,29.1,M,BIO,LL,,,LL19810801002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.917,-75.7,8/12/81,8,12,1981,141,MEAS,128,MEAS,175,MEAS,,,,,,,adu,23.2,KG,MEAS,23.2,M,BIO,LL,,,LL19810801003,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.917,-75.7,9/20/83,9,20,1983,127,MEAS,116,MEAS,154,MEAS,,,,,,,adu,24.1,KG,MEAS,24.1,M,BIO,LL,,,LL19830901001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,Bub_NN,S,N,NA,,NA,NA,32.093,-79.07,6/6/84,6,6,1984,165.6,N,,,,,203,STL_MEAS,,,,NP,adu,NP,NP,,,NP,,BLL,,Long Bottom Long Line.,,Atlantic_CCL_SCDNR.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.55,-75.65,7/18/84,7,18,1984,135,MEAS,121,MEAS,156,MEAS,,,,,,,adu,24.1,KG,MEAS,24.1,M,BIO,LL,,,LL19840701002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.283,-75.767,6/9/87,6,9,1987,115,MEAS,102,MEAS,141,MEAS,,,,,,,juv,16.4,KG,MEAS,16.4,,BIO,LL,,,LL19870601002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.75,-75.88,7/26/88,7,26,1988,106,MEAS,95,MEAS,134,MEAS,,,,,,,juv,12.7,KG,MEAS,12.7,M,BIO,LL,,,LL19880701001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.75,-75.88,7/26/88,7,26,1988,106,MEAS,96,MEAS,128,MEAS,,,,,,,juv,12.7,KG,MEAS,12.7,M,BIO,LL,,,LL19880701001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.75,-75.88,7/26/88,7,26,1988,106,MEAS,96,MEAS,129,MEAS,,,,,,,juv,13.2,KG,MEAS,13.2,M,BIO,LL,,,LL19880701001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.75,-75.88,7/26/88,7,26,1988,109,MEAS,98,MEAS,135,MEAS,,,,,,,juv,15.5,KG,MEAS,15.5,M,BIO,LL,,,LL19880701001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.75,-75.88,7/26/88,7,26,1988,113,MEAS,102,MEAS,143,MEAS,,,,,,,juv,17.3,KG,MEAS,17.3,M,BIO,LL,,,LL19880701001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.75,-75.88,7/26/88,7,26,1988,120,MEAS,108,MEAS,144,MEAS,,,,,,,juv,20.5,KG,MEAS,20.5,M,BIO,LL,,,LL19880701001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,NEFSC TRAWL,O,,,,,,36.85,-75.767,9/18/88,9,18,1988,83,CALC,,,100.4,CALC,138,MEAS,,,,,juv,7.3,KG,MEAS,7.3,U,BIO,BOTTOM TRAWL,,,198803_58,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.917,-75.7,6/6/90,6,6,1990,107,MEAS,96,MEAS,128,MEAS,,,,,,,juv,14.1,KG,MEAS,14.1,F,BIO,LL,,,LL19900601004,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.633,-75.792,7/19/90,7,19,1990,105,MEAS,94,MEAS,124,MEAS,,,,,,,juv,12.7,KG,MEAS,12.7,M,BIO,LL,,,LL19900703008,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.105,-76.066,8/20/90,8,20,1990,104,MEAS,93,MEAS,125,MEAS,,,,,,,juv,14.1,KG,MEAS,14.1,M,BIO,LL,,,LL19900802001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.117,-75.683,9/6/90,9,6,1990,110,MEAS,97,MEAS,130,MEAS,,,,,,,juv,15,KG,MEAS,15,M,BIO,LL,,,LL19900901004,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.75,-75.88,6/3/91,6,3,1991,111,MEAS,99,MEAS,131,MEAS,,,,,,,juv,16.8,KG,MEAS,16.8,M,BIO,LL,,,LL19910601009,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.073,-75.767,7/18/91,7,18,1991,116,MEAS,104,MEAS,142,MEAS,,,,,,,juv,19.5,KG,MEAS,19.5,M,BIO,LL,,,LL19910702010,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.227,-75.595,9/19/91,9,19,1991,135,MEAS,122,MEAS,164,MEAS,,,,,,,adu,27.3,KG,MEAS,27.3,M,BIO,LL,,,LL19910902008,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.117,-75.683,6/30/92,6,30,1992,122,MEAS,109,MEAS,149,MEAS,,,,,,,juv,21.4,KG,MEAS,21.4,M,BIO,LL,,,LL19920602004,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.133,-75.933,7/14/92,7,14,1992,98,MEAS,88,MEAS,117,MEAS,,,,,,,juv,10.5,KG,MEAS,10.5,F,BIO,LL,,,LL19920701001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.75,-75.88,7/23/92,7,23,1992,95,MEAS,84,MEAS,110,MEAS,,,,,,,juv,10.5,KG,MEAS,10.5,F,BIO,LL,,,LL19920702007,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.75,-75.88,7/23/92,7,23,1992,112,MEAS,99,MEAS,130,MEAS,,,,,,,juv,17.3,KG,MEAS,17.3,F,BIO,LL,,,LL19920702007,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.733,-75.883,7/24/95,7,24,1995,102,MEAS,92,MEAS,129,MEAS,,,,,,,juv,,,,,M,BIO,LL,,,LL19950702001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.733,-75.883,7/24/95,7,24,1995,103,MEAS,92,MEAS,130,MEAS,,,,,,,juv,,,,,F,BIO,LL,,,LL19950702001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.733,-75.883,7/24/95,7,24,1995,105,MEAS,96,MEAS,131,MEAS,,,,,,,juv,,,,,F,BIO,LL,,,LL19950702001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,Bub_NN,S,N,NA,,NA,NA,32.492,-78.643,5/23/96,5,23,1996,66.8,N,,,,,84,STL_MEAS,,,,NP,juv,NP,NP,,,NP,,BLL,,Long Bottom Long Line.,,Atlantic_CCL_SCDNR.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.104,-75.728,9/19/96,9,19,1996,116.2,CALC,,,140,MEAS,,,,,,,juv,,,,,M,BIO,LL,,,LL19960902005,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.76,-75.933,7/15/97,7,15,1997,112,MEAS,100,MEAS,138,MEAS,,,,,,,juv,,,,,M,BIO,LL,,,LL19970701003,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.76,-75.933,7/15/97,7,15,1997,117,MEAS,106,MEAS,149,MEAS,,,,,,,juv,,,,,F,BIO,LL,,,LL19970701003,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.76,-75.933,7/15/97,7,15,1997,123,MEAS,112,MEAS,153,MEAS,,,,,,,juv,,,,,M,BIO,LL,,,LL19970701003,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.76,-75.933,7/15/97,7,15,1997,124.5,CALC,,,150,MEAS,,,,,,,juv,,,,,,BIO,LL,,,LL19970701003,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.76,-75.933,7/15/97,7,15,1997,132,MEAS,120,MEAS,162,MEAS,,,,,,,adu,,,,,M,BIO,LL,,,LL19970701003,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.76,-75.933,7/15/97,7,15,1997,134,MEAS,117,MEAS,161,MEAS,,,,,,,adu,,,,,F,BIO,LL,,,LL19970701003,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.759,-75.934,8/11/97,8,11,1997,116.2,CALC,100,MEAS,140,MEAS,,,,,,,juv,,,,,M,BIO,LL,,,LL19970801002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.759,-75.934,8/11/97,8,11,1997,116.2,CALC,,,140,MEAS,,,,,,,juv,,,,,,BIO,LL,,,LL19970801002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.759,-75.934,8/11/97,8,11,1997,120.3,CALC,104,MEAS,145,MEAS,,,,,,,juv,,,,,M,BIO,LL,,,LL19970801002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.759,-75.934,8/11/97,8,11,1997,121.2,CALC,107,MEAS,146,MEAS,,,,,,,juv,,,,,F,BIO,LL,,,LL19970801002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.759,-75.934,8/11/97,8,11,1997,123.7,CALC,107,MEAS,149,MEAS,,,,,,,juv,,,,,F,BIO,LL,,,LL19970801002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.967,-75.418,6/23/98,6,23,1998,140,MEAS,125,MEAS,175,MEAS,,,,,,,adu,,,,,M,BIO,LL,,,LL19980601007,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,COASTSPAN/SCDNR,T,,a09086,,,SCDNR,-7.582,32.129,5/12/99,5,12,1999,152.4,MEAS,,,183.3,CALC,,,,,,,adu,,,,,M,BIO,LL,Saint Helena Sound - Ashepoo,,19990020_1,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,COASTSPAN/SCDNR,T,,a09088,,,SCDNR,-7.548,32.137,5/13/99,5,13,1999,137.2,MEAS,,,165.2,CALC,,,,,,,adu,,,,,M,BIO,LL,Saint Helena Sound - Pelican Bank,,19990023_1,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.738,-75.889,6/23/99,6,23,1999,137.1,CALC,,,165,MEAS,,,,,,,adu,,,,,,BIO,LL,,,LL19990603003,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.891,-75.758,6/24/99,6,24,1999,129,MEAS,115,MEAS,163,MEAS,,,,,,,adu,,,,,M,BIO,LL,,,LL19990603008,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.891,-75.758,6/24/99,6,24,1999,129,MEAS,116,MEAS,162,MEAS,,,,,,,adu,,,,,M,BIO,LL,,,LL19990603008,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.891,-75.758,6/24/99,6,24,1999,135.4,CALC,116,MEAS,163,MEAS,,,,,,,adu,,,,,M,BIO,LL,,,LL19990603008,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.118,-75.733,6/24/99,6,24,1999,124.5,CALC,,,150,MEAS,,,,,,,juv,,,,,,BIO,LL,,,LL19990603007,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.118,-75.733,6/24/99,6,24,1999,127,CALC,111,MEAS,153,MEAS,,,,,,,adu,,,,,M,BIO,LL,,,LL19990603007,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.118,-75.733,6/24/99,6,24,1999,139.6,CALC,117,MEAS,168,MEAS,,,,,,,adu,26.8,KG,MEAS,26.8,M,BIO,LL,,,LL19990603007,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,COASTSPAN/SCDNR,T,,a09084,,,SCDNR,-7.78,32.08,7/1/99,7,1,1999,129.5,MEAS,,,155.9,CALC,,,,,,,adu,,,,,M,BIO,LL,North Edisto - Point of Pines,,19990028_1,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.124,-75.718,7/7/99,7,7,1999,144.6,CALC,127,MEAS,174,MEAS,,,,,,,adu,,,,,M,BIO,LL,,,LL19990701003,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,COASTSPAN/SCDNR,O,,,,,,32.631,-79.734,7/8/99,7,8,1999,54.7,MEAS,,,66.5,CALC,69.1,MEAS,,,,,neo,,,,,M,BIO,GN,North Edisto - Wadmalaw Point,,19990036_1,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,COASTSPAN/SCDNR,O,,,,,,32.488,-79.565,7/16/99,7,16,1999,54.3,MEAS,,,66,CALC,69.1,MEAS,,,,,neo,,,,,M,BIO,GN,Saint Helena Sound- Rock Creek,,19990043_1,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,COASTSPAN/GADNR,O,,,,,,31.096,-81.447,7/21/00,7,21,2000,113.6,MEAS,,,137.6,MEAS,,,,,,,juv,,,,,M,BIO,LL,Mouth of Jekyll Creek,,0721200004LL,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,COASTSPAN/GADNR,O,,,,,,31.159,-81.434,7/21/00,7,21,2000,52.5,MEAS,,,64.7,MEAS,,,,,,,neo,,,,,F,BIO,LL,Mouth of Mackay River,,0721200002LL,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,COASTSPAN/GADNR,O,,,,,,31.159,-81.434,7/21/00,7,21,2000,53.4,MEAS,,,67.5,MEAS,,,,,,,neo,,,,,F,BIO,LL,Mouth of Mackay River,,0721200002LL,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,COASTSPAN/GADNR,O,,,,,,31.158,-81.433,7/24/00,7,24,2000,55,MEAS,,,68,MEAS,,,,,,,neo,,,,,F,BIO,LL,Mouth of Mackay River,,0724200002LL,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.697,-75.92,6/11/01,6,11,2001,119.5,CALC,104,MEAS,144,MEAS,,,,,,,juv,,,,,M,BIO,LL,,,LL20010601004,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.13,-75.698,6/12/01,6,12,2001,110.3,CALC,95,MEAS,133,MEAS,,,,,,,juv,,,,,M,BIO,LL,,,LL20010601008,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.596,-75.86,7/9/01,7,9,2001,103.6,CALC,89,MEAS,125,MEAS,,,,,,,juv,,,,,M,BIO,LL,,,LL20010701004,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.596,-75.86,7/9/01,7,9,2001,117.8,CALC,103,MEAS,142,MEAS,,,,,,,juv,,,,,F,BIO,LL,,,LL20010701004,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.596,-75.86,7/9/01,7,9,2001,123.7,CALC,109,MEAS,149,MEAS,,,,,,,juv,,,,,F,BIO,LL,,,LL20010701004,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.75,-75.876,7/10/01,7,10,2001,109.5,CALC,96,MEAS,132,MEAS,,,,,,,juv,,,,,F,BIO,LL,,,LL20010701005,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,COASTSPAN/SCDNR,O,,,,,,33.01,-78.515,8/6/01,8,6,2001,51.2,MEAS,,,62.3,CALC,64.4,MEAS,,,,,neo,,,,,M,BIO,GN,Bulls Bay - Five Fathom Creek,,20010149_1,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,COASTSPAN/SCDNR,O,,,,,,32.631,-79.734,8/14/01,8,14,2001,64.4,MEAS,,,78.1,CALC,80.6,MEAS,,,,,juv,,,,,M,BIO,GN,North Edisto - Wadmalaw Point,,20010156_2,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,blacktip,SHR_OBS,O,N,,,NA,NA,29.637,-81.148,9/25/01,9,25,2001,64.2,WT_FL,,,,,,,,,,NP,juv,3.32,KG,,3.32,,COM,TR,,WT_KG is avg wt per fish.,,CCL_SHROBS.xlsx
Carcharhinus limbatus,blacktip,SHR_OBS,O,N,,,NA,NA,29.61,-81.143,10/4/01,10,4,2001,59.4,WT_FL,,,,,,,,,,NP,neo,2.62,KG,,2.62,,COM,TR,,WT_KG is avg wt per fish.,,CCL_SHROBS.xlsx
Carcharhinus limbatus,blacktip,SHR_OBS,O,N,,,NA,NA,29.764,-81.19,10/5/01,10,5,2001,71.2,WT_FL,,,,,,,,,,NP,juv,4.56,KG,,4.56,,COM,TR,,WT_KG is avg wt per fish.,,CCL_SHROBS.xlsx
Carcharhinus limbatus,blacktip,SHR_OBS,O,N,,,NA,NA,28.26,-80.107,2/14/02,2,14,2002,37.8,WT_FL,,,,,,,,,,NP,neo,0.66,KG,,0.66,,COM,TR,,WT_KG is avg wt per fish.,,CCL_SHROBS.xlsx
Carcharhinus limbatus,blacktip,SHR_OBS,O,N,,,NA,NA,28.353,-80.111,2/15/02,2,15,2002,41.9,WT_FL,,,,,,,,,,NP,neo,0.9,KG,,0.9,,COM,TR,,WT_KG is avg wt per fish.,,CCL_SHROBS.xlsx
Carcharhinus limbatus,blacktip,SHR_OBS,O,N,,,NA,NA,28.343,-80.083,2/17/02,2,17,2002,38.4,WT_FL,,,,,,,,,,NP,neo,0.69,KG,,0.69,,COM,TR,,WT_KG is avg wt per fish.,,CCL_SHROBS.xlsx
Carcharhinus limbatus,blacktip,SHR_OBS,O,N,,,NA,NA,28.458,-80.096,2/18/02,2,18,2002,41.9,WT_FL,,,,,,,,,,NP,neo,0.9,KG,,0.9,,COM,TR,,WT_KG is avg wt per fish.,,CCL_SHROBS.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.752,-75.881,6/10/02,6,10,2002,107.8,CALC,94,MEAS,130,MEAS,,,,,,,juv,,,,,M,BIO,LL,,,LL20020602001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,COASTSPAN/SCDNR,O,,,,,,32.631,-79.734,7/18/02,7,18,2002,75.2,MEAS,,,91,CALC,94.7,MEAS,,,,,juv,,,,,M,BIO,GN,North Edisto - Wadmalaw Point,,20020075_1,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.374,-75.753,7/19/02,7,19,2002,93,MEAS,83,MEAS,117,MEAS,,,,,,,juv,,,,,M,BIO,LL,,,LL20020701004,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.698,-75.921,7/22/02,7,22,2002,98.6,CALC,86,MEAS,119,MEAS,,,,,,,juv,,,,,F,BIO,LL,,,LL20020702002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.698,-75.921,7/22/02,7,22,2002,108.6,CALC,94,MEAS,131,MEAS,,,,,,,juv,,,,,M,BIO,LL,,,LL20020702002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,36.698,-75.921,7/22/02,7,22,2002,108.6,CALC,99,MEAS,131,MEAS,,,,,,,juv,,,,,F,BIO,LL,,,LL20020702002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.107,-75.738,6/7/04,6,7,2004,166.3,CALC,,,200,MEAS,,,,,,,adu,,,,,,BIO,LL,,,LL20040601003,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,VIMS,O,,,,,,37.124,-75.721,8/18/04,8,18,2004,166.3,CALC,,,200,MEAS,,,,,,,adu,,,,,,BIO,LL,,,LL20040802002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,NEFSC OBSERVER PROGRAM,O,,,,,,35.068,-75.595,1/26/05,1,26,2005,45,EST,,,54.9,CALC,,,,,,,neo,0.9,KG,EST,0.9,M,OBS,GN,,,D12003_0001,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,NEFSC OBSERVER PROGRAM,O,,,,,,35.221,-75.541,7/4/05,7,4,2005,90,EST,,,108.7,CALC,,,,,,,juv,2.7,KG,EST,2.7,U,OBS,GN,,,C86043_0002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,NEFSC OBSERVER PROGRAM,O,,,,,,35.221,-75.541,7/4/05,7,4,2005,90,EST,,,108.7,CALC,,,,,,,juv,2.7,KG,EST,2.7,U,OBS,GN,,,C86043_0002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,NEFSC OBSERVER PROGRAM,O,,,,,,35.221,-75.541,7/4/05,7,4,2005,137,EST,,,164.9,CALC,,,,,,,adu,24.9,KG,EST,24.9,U,OBS,GN,,,C86043_0002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,NEFSC OBSERVER PROGRAM,O,,,,,,35.221,-75.55,7/4/05,7,4,2005,84,MEAS,,,101,MEAS,,,,,,,juv,4.1,KG,MEAS,4.1,F,OBS,GN,,,C86043_0003,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,NEFSC OBSERVER PROGRAM,O,,,,,,35.221,-75.55,7/4/05,7,4,2005,125,EST,,,150.6,CALC,,,,,,,juv,8.2,KG,EST,8.2,F,OBS,GN,,,C86043_0003,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,blacktip,SHR_OBS,O,N,,,NA,NA,32.758,-79.794,8/12/05,8,12,2005,25.6,WT_FL,,,,,,,,,,NP,neo,0.2,KG,,0.2,,COM,TR,,WT_KG is avg wt per fish.,,CCL_SHROBS.xlsx
Carcharhinus limbatus,blacktip,SHR_OBS,O,N,,,NA,NA,32.734,-79.806,8/14/05,8,14,2005,25.6,WT_FL,,,,,,,,,,NP,neo,0.2,KG,,0.2,,COM,TR,,WT_KG is avg wt per fish.,,CCL_SHROBS.xlsx
Carcharhinus limbatus,Blacktip,NEFSC OBSERVER PROGRAM,O,,,,,,37.834,-75.356,8/22/05,8,22,2005,91,EST,,,109.9,CALC,,,,,,,juv,6.8,KG,EST,6.8,F,OBS,GN,,,D25022_0002,Atlantic_CCL_COASTSPAN.xlsx
Carcharhinus limbatus,Blacktip,NEFSC OBSERVER PROGRAM,O,,,,,,35.866,-75.501,9/24/05,9,24,2005,112,MEAS,,,141,MEAS,,,,,,,juv,16.3,KG,MEAS,16.3,M,OBS,GN,,,C86065_0005,Atlantic_CCL_COASTSPAN.xlsx
