SPECIES,COMMON,SOURCE,DATATYPE,TAG,TAGNO,TAGEVENT,TAGTYPE,LATDEC,LONDEC,DATE,MONTH,DAY,YEAR,FL_CM,FL_DET,TL_CM,TL_DET,PFCFL_CM,SL_CM,LENGTHS_DET,LJFL_CM,LJFL_DET,LIFESTAGE_AUTHOR,LIFESTAGE_HMS_EFH,WT_A,WT_A_UNITS,WT_DET,WT_KG,WT_MEAS,Dressed_WT_lb,SEX,OCC,GEAR,LOC,NOTES,Source_ID,SourceFile,DuplbyTagNo
Thunnus thynnus,Bluefin,CTS,T,Y,A000378,M,E,35.500,-75.330,4/24/1955,4,24,1955,246.4,FL_EST,,N,,,,,,NP,adu ,NP,NP,,,,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B000720,M,E,25.500,-79.330,5/30/1955,5,30,1955,239.1,RW_FL,,N,,,,,,NP,adu ,525,LB,,238.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B000719,M,E,25.500,-79.330,5/31/1955,5,31,1955,243.1,RW_FL,,N,,,,,,NP,adu ,550,LB,,249.5,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B000721,M,E,25.500,-79.330,6/4/1955,6,4,1955,221.8,RW_FL,,N,,,,,,NP,adu ,425,LB,,192.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B000722,M,E,25.500,-79.330,6/4/1955,6,4,1955,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B000723,M,E,25.500,-79.330,6/4/1955,6,4,1955,195.9,RW_FL,,N,,,,,,NP,adu ,300,LB,,136.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B000754,M,E,25.500,-79.330,6/6/1955,6,6,1955,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B000758,M,E,25.500,-79.330,6/6/1955,6,6,1955,239.1,RW_FL,,N,,,,,,NP,adu ,525,LB,,238.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B000756,M,E,25.500,-79.330,6/7/1955,6,7,1955,239.6,RW_FL,,N,,,,,,NP,adu ,528,LB,,239.5,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B000757,M,E,25.500,-79.330,6/7/1955,6,7,1955,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B000746,M,E,25.500,-79.330,6/8/1955,6,8,1955,222.7,RW_FL,,N,,,,,,NP,adu ,430,LB,,195,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B000747,M,E,25.500,-79.330,6/8/1955,6,8,1955,220.8,RW_FL,,N,,,,,,NP,adu ,420,LB,,190.5,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B000748,M,E,25.500,-79.330,6/8/1955,6,8,1955,221.8,RW_FL,,N,,,,,,NP,adu ,425,LB,,192.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B000755,M,E,25.500,-79.330,6/8/1955,6,8,1955,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007140,M,E,25.500,-79.330,5/5/1956,5,5,1956,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007066,M,E,25.500,-79.330,5/7/1956,5,7,1956,320,FL_EST,,N,,,,,,NP,adu ,500,LB,,226.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007069,M,E,25.500,-79.330,5/7/1956,5,7,1956,304.8,FL_EST,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007070,M,E,25.500,-79.330,5/7/1956,5,7,1956,274.3,FL_EST,,N,,,,,,NP,adu ,350,LB,,158.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007138,M,E,25.500,-79.330,5/7/1956,5,7,1956,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B000877,M,E,25.500,-79.330,5/9/1956,5,9,1956,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007136,M,E,25.500,-79.330,5/9/1956,5,9,1956,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007067,M,E,25.500,-79.330,5/10/1956,5,10,1956,274.3,FL_EST,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007137,M,E,25.500,-79.330,5/11/1956,5,11,1956,221.8,RW_FL,,N,,,,,,NP,adu ,425,LB,,192.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007139,M,E,25.500,-79.330,5/11/1956,5,11,1956,207,RW_FL,,N,,,,,,NP,adu ,350,LB,,158.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007141,M,E,25.500,-79.330,5/16/1956,5,16,1956,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007145,M,E,25.500,-79.330,5/16/1956,5,16,1956,221.8,RW_FL,,N,,,,,,NP,adu ,425,LB,,192.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007661,M,E,25.500,-79.330,5/17/1956,5,17,1956,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007662,M,E,25.500,-79.330,5/17/1956,5,17,1956,207,RW_FL,,N,,,,,,NP,adu ,350,LB,,158.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007144,M,E,25.500,-79.330,5/19/1956,5,19,1956,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007665,M,E,25.830,-79.330,5/20/1956,5,20,1956,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007664,M,E,25.500,-79.330,5/22/1956,5,22,1956,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007142,M,E,25.500,-79.330,5/25/1956,5,25,1956,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007143,M,E,25.500,-79.330,5/25/1956,5,25,1956,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007131,M,E,25.500,-79.330,5/28/1956,5,28,1956,221.8,RW_FL,,N,,,,,,NP,adu ,425,LB,,192.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007134,M,E,25.500,-79.330,5/28/1956,5,28,1956,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007135,M,E,25.500,-79.330,5/28/1956,5,28,1956,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007126,M,E,25.500,-79.330,5/31/1956,5,31,1956,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007133,M,E,25.500,-79.330,5/31/1956,5,31,1956,230.7,RW_FL,,N,,,,,,NP,adu ,475,LB,,215.5,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007127,M,E,25.500,-79.330,6/4/1956,6,4,1956,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007130,M,E,25.500,-79.330,6/7/1956,6,7,1956,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007049,M,E,25.500,-79.330,6/11/1956,6,11,1956,235,RW_FL,,N,,,,,,NP,adu ,500,LB,,226.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007128,M,E,25.500,-79.330,6/11/1956,6,11,1956,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007129,M,E,25.500,-79.330,6/11/1956,6,11,1956,230.7,RW_FL,,N,,,,,,NP,adu ,475,LB,,215.5,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007046,M,E,25.500,-79.330,6/12/1956,6,12,1956,239.1,RW_FL,,N,,,,,,NP,adu ,525,LB,,238.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007047,M,E,25.500,-79.330,6/12/1956,6,12,1956,235,RW_FL,,N,,,,,,NP,adu ,500,LB,,226.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007048,M,E,25.500,-79.330,6/12/1956,6,12,1956,230.7,RW_FL,,N,,,,,,NP,adu ,475,LB,,215.5,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007050,M,E,25.500,-79.330,6/13/1956,6,13,1956,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007051,M,E,25.500,-79.330,6/14/1956,6,14,1956,221.8,RW_FL,,N,,,,,,NP,adu ,425,LB,,192.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007054,M,E,25.500,-79.330,6/14/1956,6,14,1956,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007055,M,E,25.500,-79.330,6/14/1956,6,14,1956,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007052,M,E,25.500,-79.330,6/15/1956,6,15,1956,243.1,RW_FL,,N,,,,,,NP,adu ,550,LB,,249.5,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007053,M,E,25.500,-79.330,6/15/1956,6,15,1956,239.1,RW_FL,,N,,,,,,NP,adu ,525,LB,,238.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007082,M,E,25.500,-79.330,6/15/1956,6,15,1956,304.8,FL_EST,,N,,,,,,NP,adu ,NP,NP,,,,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B007074,M,E,25.500,-79.330,6/16/1956,6,16,1956,289.6,FL_EST,,N,,,,,,NP,adu ,NP,NP,,,,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B003887,M,E,39.730,-71.380,6/22/1957,6,22,1957,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B003889,M,E,38.260,-70.000,6/25/1957,6,25,1957,235,RW_FL,,N,,,,,,NP,adu ,500,LB,,226.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B003890,M,E,37.030,-70.000,6/26/1957,6,26,1957,243.8,FL_EST,,N,,,,,,NP,adu ,NP,NP,,,,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B003891,M,E,36.760,-71.380,6/28/1957,6,28,1957,243.8,FL_EST,,N,,,,,,NP,adu ,NP,NP,,,,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B003898,M,E,36.760,-71.380,6/28/1957,6,28,1957,243.8,FL_EST,,N,,,,,,NP,adu ,NP,NP,,,,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C000885,M,E,25.500,-79.330,5/19/1959,5,19,1959,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B009863,M,E,25.500,-79.330,5/21/1959,5,21,1959,304.8,FL_EST,,N,,,,,,NP,adu ,NP,NP,,,,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,B009865,M,E,25.500,-79.330,5/21/1959,5,21,1959,304.8,FL_EST,,N,,,,,,NP,adu ,NP,NP,,,,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C000881,M,E,25.500,-79.330,5/21/1959,5,21,1959,221.8,RW_FL,,N,,,,,,NP,adu ,425,LB,,192.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C000883,M,E,25.500,-79.330,5/21/1959,5,21,1959,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C000884,M,E,25.500,-79.330,5/21/1959,5,21,1959,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C000901,M,E,25.500,-79.330,5/21/1959,5,21,1959,212.1,RW_FL,,N,,,,,,NP,adu ,375,LB,,170.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,D000206,M,E,38.430,-68.250,5/22/1959,5,22,1959,218.4,FL_EST,,N,,,,,,NP,adu ,NP,NP,,,,,NP,UNK,LL,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C000902,M,E,25.500,-79.330,5/28/1959,5,28,1959,202.7,RW_FL,,N,,,,,,NP,adu ,330,LB,,149.7,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C000904,M,E,25.500,-79.330,5/28/1959,5,28,1959,207,RW_FL,,N,,,,,,NP,adu ,350,LB,,158.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C000905,M,E,25.500,-79.330,5/28/1959,5,28,1959,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C000898,M,E,25.500,-79.330,5/30/1959,5,30,1959,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C000899,M,E,25.500,-79.330,5/30/1959,5,30,1959,212.1,RW_FL,,N,,,,,,NP,adu ,375,LB,,170.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C000900,M,E,25.500,-79.330,5/30/1959,5,30,1959,207,RW_FL,,N,,,,,,NP,adu ,350,LB,,158.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C000903,M,E,25.500,-79.330,5/30/1959,5,30,1959,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,D000011,M,E,25.500,-79.330,5/31/1959,5,31,1959,235,RW_FL,,N,,,,,,NP,adu ,500,LB,,226.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,D000014,M,E,25.500,-79.330,5/31/1959,5,31,1959,235,RW_FL,,N,,,,,,NP,adu ,500,LB,,226.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C000896,M,E,25.500,-79.330,6/1/1959,6,1,1959,201.6,RW_FL,,N,,,,,,NP,adu ,325,LB,,147.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C000897,M,E,25.500,-79.330,6/2/1959,6,2,1959,195.9,RW_FL,,N,,,,,,NP,adu ,300,LB,,136.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C000887,M,E,25.500,-79.330,6/3/1959,6,3,1959,221.8,RW_FL,,N,,,,,,NP,adu ,425,LB,,192.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,D000015,M,E,25.500,-79.330,6/4/1959,6,4,1959,235,RW_FL,,N,,,,,,NP,adu ,500,LB,,226.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,D000016,M,E,25.500,-79.330,6/4/1959,6,4,1959,235,RW_FL,,N,,,,,,NP,adu ,500,LB,,226.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,D000012,M,E,25.500,-79.330,6/5/1959,6,5,1959,235,RW_FL,,N,,,,,,NP,adu ,500,LB,,226.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,D000013,M,E,25.500,-79.330,6/5/1959,6,5,1959,235,RW_FL,,N,,,,,,NP,adu ,500,LB,,226.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,D000017,M,E,25.500,-79.330,6/5/1959,6,5,1959,235,RW_FL,,N,,,,,,NP,adu ,500,LB,,226.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C000888,M,E,25.500,-79.330,6/10/1959,6,10,1959,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,D000081,M,E,25.500,-79.330,5/18/1960,5,18,1960,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C000890,M,E,25.500,-79.330,5/19/1960,5,19,1960,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,D000031,M,E,25.500,-79.330,5/19/1960,5,19,1960,207,RW_FL,,N,,,,,,NP,adu ,350,LB,,158.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,E000446,M,E,25.500,-79.300,6/4/1960,6,4,1960,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,E000447,M,E,25.500,-79.330,6/4/1960,6,4,1960,221.8,RW_FL,,N,,,,,,NP,adu ,425,LB,,192.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,E000448,M,E,25.500,-79.330,6/4/1960,6,4,1960,221.8,RW_FL,,N,,,,,,NP,adu ,425,LB,,192.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,E000449,M,E,25.500,-79.330,6/4/1960,6,4,1960,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,E000450,M,E,25.500,-79.330,6/4/1960,6,4,1960,212.1,RW_FL,,N,,,,,,NP,adu ,375,LB,,170.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,E000475,M,E,25.500,-79.330,6/4/1960,6,4,1960,212.1,RW_FL,,N,,,,,,NP,adu ,375,LB,,170.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,E000471,M,E,25.500,-79.330,6/5/1960,6,5,1960,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,E000473,M,E,25.500,-79.330,6/7/1960,6,7,1960,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,E000474,M,E,25.500,-79.330,6/7/1960,6,7,1960,230.7,RW_FL,,N,,,,,,NP,adu ,475,LB,,215.5,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,E000466,M,E,25.500,-79.300,6/8/1960,6,8,1960,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,C002308,M,E,42.330,-70.330,7/16/1960,7,16,1960,259.1,FL_EST,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,US000105,M,E,42.330,-70.330,7/23/1960,7,23,1960,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,M014826,M,E,49.000,-55.000,8/23/1960,8,23,1960,258,RW_FL,,N,,,,,,NP,adu ,650,LB,,294.8,R_WT_EST,,NP,UNK,RR,CA,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,M014827,M,E,49.000,-55.000,8/23/1960,8,23,1960,247.7,RW_FL,,N,,,,,,NP,adu ,580,LB,,263.1,R_WT_EST,,NP,UNK,RR,CA,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,E000040,M,E,25.800,-77.900,4/29/1961,4,29,1961,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,LL,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,E000039,M,E,26.510,-76.760,5/5/1961,5,5,1961,226.3,RW_FL,,N,,,,,,NP,adu ,450,LB,,204.1,R_WT_EST,,NP,UNK,LL,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,E000035,M,E,21.610,-75.760,5/9/1961,5,9,1961,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,LL,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,E000312,M,E,24.410,-74.430,5/17/1961,5,17,1961,235,RW_FL,,N,,,,,,NP,adu ,500,LB,,226.8,R_WT_EST,,NP,UNK,RR,US,,,BFT_CTS.xlsx,   
Thunnus thynnus,Bluefin,CTS,T,Y,E000006,M,E,23.660,-79.130,5/22/1961,5,22,1961,217,RW_FL,,N,,,,,,NP,adu ,400,LB,,181.4,R_WT_EST,,NP,UNK,LL,US,,,BFT_CTS.xlsx,   
