"Workgroup","Collection_Workplan","Date","Collection_Form","Species","Tag","Common_Name_Kingdom","Common_Name_Phylum","Common_Name_Subphylum","Common_Name_Class","Common_Name_Order","Common_Name_Family","Common_Name_Genus","Common_Name_Species","Latin_Name_Kingdom","Latin_Name_Phylum","Latin_Name_Subphylum","Latin_Name_Class","Latin_Name_Order","Latin_Name_Family","Latin_Name_Genus","Latin_Name_Species","Case_Activity","Data_Classification","Data_Source","Data_Category","Source_Type","Sharing_Status","Review_Status","Trip_ID","File_Collection_ID","Location_Geom","Start_Latitude","Start_Longitude","End_Latitude","End_Longitude"
Fish,Whale Shark Tagging Plan,2010-07-14,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-91.3111 27.4596,-91.2866 27.22)",27.4596,-91.3111,27.22,-91.2866
Fish,Whale Shark Tagging Plan,2010-07-14,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-92.7106 28.8924,-92.5867 28.8976)",28.8924,-92.7106,28.8976,-92.5867
Fish,Whale Shark Tagging Plan,2010-07-15,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-91.2866 27.22,-91.2955 26.9901)",27.22,-91.2866,26.9901,-91.2955
Fish,Whale Shark Tagging Plan,2010-07-15,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-92.5867 28.8976,-92.6534 28.7656)",28.8976,-92.5867,28.7656,-92.6534
Fish,Whale Shark Tagging Plan,2010-07-16,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-91.2955 26.9901,-91.4694 26.9211)",26.9901,-91.2955,26.9211,-91.4694
Fish,Whale Shark Tagging Plan,2010-07-16,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-92.6534 28.7656,-92.9033 28.7502)",28.7656,-92.6534,28.7502,-92.9033
Fish,Whale Shark Tagging Plan,2010-07-17,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-91.4694 26.9211,-91.471 26.9576)",26.9211,-91.4694,26.9576,-91.471
Fish,Whale Shark Tagging Plan,2010-07-17,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-92.9033 28.7502,-92.9597 28.846)",28.7502,-92.9033,28.846,-92.9597
Fish,Whale Shark Tagging Plan,2010-07-18,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-91.471 26.9576,-91.5894 26.9194)",26.9576,-91.471,26.9194,-91.5894
Fish,Whale Shark Tagging Plan,2010-07-18,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-92.9597 28.846,-92.9937 28.8994)",28.846,-92.9597,28.8994,-92.9937
Fish,Whale Shark Tagging Plan,2010-07-19,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-91.5894 26.9194,-91.5844 26.8888)",26.9194,-91.5894,26.8888,-91.5844
Fish,Whale Shark Tagging Plan,2010-07-19,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-92.9937 28.8994,-92.9753 28.9181)",28.8994,-92.9937,28.9181,-92.9753
Fish,Whale Shark Tagging Plan,2010-07-20,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-91.5844 26.8888,-91.7203 26.8713)",26.8888,-91.5844,26.8713,-91.7203
Fish,Whale Shark Tagging Plan,2010-07-20,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-92.9753 28.9181,-93.0815 28.85)",28.9181,-92.9753,28.85,-93.0815
Fish,Whale Shark Tagging Plan,2010-07-21,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-91.7203 26.8713,-91.8956 26.8243)",26.8713,-91.7203,26.8243,-91.8956
Fish,Whale Shark Tagging Plan,2010-07-21,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.0815 28.85,-93.4806 28.8482)",28.85,-93.0815,28.8482,-93.4806
Fish,Whale Shark Tagging Plan,2010-07-22,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-91.8956 26.8243,-92.0152 26.6202)",26.8243,-91.8956,26.6202,-92.0152
Fish,Whale Shark Tagging Plan,2010-07-22,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.4806 28.8482,-93.6387 29.0553)",28.8482,-93.4806,29.0553,-93.6387
Fish,Whale Shark Tagging Plan,2010-07-23,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-92.0152 26.6202,-92.3037 26.6242)",26.6202,-92.0152,26.6242,-92.3037
Fish,Whale Shark Tagging Plan,2010-07-23,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.6387 29.0553,-93.7036 29.1783)",29.0553,-93.6387,29.1783,-93.7036
Fish,Whale Shark Tagging Plan,2010-07-24,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-92.3037 26.6242,-92.5794 26.7118)",26.6242,-92.3037,26.7118,-92.5794
Fish,Whale Shark Tagging Plan,2010-07-24,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.7036 29.1783,-93.6704 29.2504)",29.1783,-93.7036,29.2504,-93.6704
Fish,Whale Shark Tagging Plan,2010-07-25,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-92.5794 26.7118,-92.7014 26.7899)",26.7118,-92.5794,26.7899,-92.7014
Fish,Whale Shark Tagging Plan,2010-07-25,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.6704 29.2504,-93.7485 29.2815)",29.2504,-93.6704,29.2815,-93.7485
Fish,Whale Shark Tagging Plan,2010-07-26,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-92.7014 26.7899,-92.7728 26.8497)",26.7899,-92.7014,26.8497,-92.7728
Fish,Whale Shark Tagging Plan,2010-07-26,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.7485 29.2815,-93.8442 29.2938)",29.2815,-93.7485,29.2938,-93.8442
Fish,Whale Shark Tagging Plan,2010-07-27,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-92.7728 26.8497,-92.8324 26.9293)",26.8497,-92.7728,26.9293,-92.8324
Fish,Whale Shark Tagging Plan,2010-07-27,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.8442 29.2938,-93.7692 29.3788)",29.2938,-93.8442,29.3788,-93.7692
Fish,Whale Shark Tagging Plan,2010-07-28,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-92.8324 26.9293,-92.9298 26.9914)",26.9293,-92.8324,26.9914,-92.9298
Fish,Whale Shark Tagging Plan,2010-07-28,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.7692 29.3788,-93.6757 29.4099)",29.3788,-93.7692,29.4099,-93.6757
Fish,Whale Shark Tagging Plan,2010-07-29,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-92.9298 26.9914,-93.0299 27.0701)",26.9914,-92.9298,27.0701,-93.0299
Fish,Whale Shark Tagging Plan,2010-07-29,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.6757 29.4099,-93.6709 29.4213)",29.4099,-93.6757,29.4213,-93.6709
Fish,Whale Shark Tagging Plan,2010-07-30,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.0299 27.0701,-93.0595 27.1)",27.0701,-93.0299,27.1,-93.0595
Fish,Whale Shark Tagging Plan,2010-07-30,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.6709 29.4213,-93.5601 29.3993)",29.4213,-93.6709,29.3993,-93.5601
Fish,Whale Shark Tagging Plan,2010-07-31,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.0595 27.1,-93.0328 27.0763)",27.1,-93.0595,27.0763,-93.0328
Fish,Whale Shark Tagging Plan,2010-07-31,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.5601 29.3993,-93.3236 29.2844)",29.3993,-93.5601,29.2844,-93.3236
Fish,Whale Shark Tagging Plan,2010-08-01,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.0328 27.0763,-93.0855 27.0322)",27.0763,-93.0328,27.0322,-93.0855
Fish,Whale Shark Tagging Plan,2010-08-01,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.3236 29.2844,-93.2302 29.2818)",29.2844,-93.3236,29.2818,-93.2302
Fish,Whale Shark Tagging Plan,2010-08-02,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.0855 27.0322,-93.2415 27.0301)",27.0322,-93.0855,27.0301,-93.2415
Fish,Whale Shark Tagging Plan,2010-08-02,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.2302 29.2818,-93.1304 29.2917)",29.2818,-93.2302,29.2917,-93.1304
Fish,Whale Shark Tagging Plan,2010-08-03,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.2415 27.0301,-93.2175 27.1812)",27.0301,-93.2415,27.1812,-93.2175
Fish,Whale Shark Tagging Plan,2010-08-03,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.1304 29.2917,-93.0683 29.3822)",29.2917,-93.1304,29.3822,-93.0683
Fish,Whale Shark Tagging Plan,2010-08-04,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.2175 27.1812,-92.9754 27.3624)",27.1812,-93.2175,27.3624,-92.9754
Fish,Whale Shark Tagging Plan,2010-08-04,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-93.0683 29.3822,-92.9331 29.3939)",29.3822,-93.0683,29.3939,-92.9331
Fish,Whale Shark Tagging Plan,2010-08-05,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-92.9754 27.3624,-92.7342 27.4636)",27.3624,-92.9754,27.4636,-92.7342
Fish,Whale Shark Tagging Plan,2010-08-05,Location Tracking Device,Whale Shark,3810002,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-92.9331 29.3939,-92.6901 29.3004)",29.3939,-92.9331,29.3004,-92.6901
Fish,Whale Shark Tagging Plan,2010-08-06,Location Tracking Device,Whale Shark,3810001,Animal,Chordates,Vertebrates,Cartilaginous fishes/rays/sharks,Carpet sharks,Whale sharks,Rhincodon (no common name available),Whale shark,Animalia,Chordata,Vertebrata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon typus,Deepwater Horizon,NRDA,NOAA,Telemetry,DWH Trustee NRDA,Publicly Available,Draft Filtered Track Line,-999,Not Defined,"LINESTRING(-92.7342 27.4636,-92.5298 27.512)",27.4636,-92.7342,27.512,-92.5298
